customer_id,customer_type,customer_name,gender,birth_date,age,city,province,latitude,longitude,vehicle_id,vehicle_type,vehicle_brand,vehicle_year,vehicle_age,plate_region,organization_name,transaction_id,transaction_date,last_payment_date,payment_status,sw_amount,penalty_amount,claim_id,claim_count,claim_amount,journal_amount,inflation_rate,weather_condition,economic_index,segment,renewal_probability,cross_sell_score,retention_score,churn_risk,preferred_channel,last_campaign,campaign_response,predicted_revenue,data_quality_score
CUST001914,Individual,Deny Kusuma,Male,1973-12-17,53,Palembang,Sumatera Selatan,-2.973326,104.703409,VEH001914,Motorcycle,Suzuki,2012,14,BG,,TRX001914,2025-01-25,2023-11-16,Paid,37284,0,,0,0,37284,1.64,Sunny,87.9,Standard,0.35,0.524,0.354,0.395,Email,No Campaign,Not Contacted,17396.5,0.777
CUST001915,Individual,Arif Hidayat,Male,1993-07-28,33,Jakarta Barat,DKI Jakarta,-6.189769,106.691387,VEH001915,Motorcycle,Yamaha,2017,9,B,,TRX001915,2025-05-08,2023-03-11,Paid,34672,0,,0,0,34672,4.55,Sunny,89.0,At Risk,0.081,0.056,0.062,0.822,SMS,No Campaign,Not Contacted,25153.7,0.898
CUST001916,Individual,Ratna Kusuma,Female,1973-03-16,53,Sidoarjo,Jawa Timur,-7.449838,112.773253,VEH001916,Motorcycle,Yamaha,2007,19,W,,TRX001916,2025-06-26,2025-02-25,Due Soon,44588,0,CLM001916,2,40000000,44588,2.2,Sunny,92.0,Standard,0.394,0.289,0.403,0.482,WhatsApp,MTPL Cross-sell,Opened,19072.1,0.949
CUST001917,Individual,Arif Wijaya,Male,1974-01-13,52,Banjarmasin,Kalimantan Selatan,-3.356573,114.513858,VEH001917,Commercial Vehicle,Isuzu,2016,10,DA,,TRX001917,2026-04-07,2024-06-28,Installment,272085,100000,,0,0,372085,1.94,Sunny,97.6,Growth,0.47,0.594,0.744,0.448,WhatsApp,No Campaign,Not Contacted,679269.3,0.786
CUST001918,Individual,Rizki Sari,Male,1980-02-14,46,Semarang,Jawa Tengah,-6.941168,110.478509,VEH001918,Motorcycle,Kawasaki,2021,5,R,,TRX001918,2024-08-26,2024-07-17,Overdue,43387,0,,0,0,43387,3.04,Sunny,98.6,At Risk,0.208,0.258,0.076,0.701,Email,Renewal Reminder,Opened,11605.0,0.934
CUST001919,Individual,Rudi Hidayat,Male,1960-10-18,66,Cimahi,Jawa Barat,-6.879181,107.495732,VEH001919,Motorcycle,Yamaha,2020,6,E,,TRX001919,2023-05-02,2022-10-28,Overdue,40277,25000,,0,0,65277,5.14,Heavy Rain,93.6,Standard,0.596,0.372,0.492,0.356,Email,MTPL Cross-sell,No Response,19791.3,0.767
CUST001920,Individual,Wahyu Saputra,Male,1998-10-12,28,Bekasi,Jawa Barat,-6.228447,107.024361,VEH001920,Commercial Vehicle,Mitsubishi,2010,16,E,,TRX001920,2024-02-05,2023-08-10,Due Soon,297818,0,,0,0,297818,3.04,Cloudy,99.3,Standard,0.367,0.622,0.34,0.211,WhatsApp,No Campaign,Not Contacted,175689.5,0.923
CUST001921,Individual,Yuni Gunawan,Female,1956-01-27,70,Parepare,Sulawesi Selatan,-4.021935,119.577331,VEH001921,Truck,Mitsubishi,2025,1,DP,,TRX001921,2024-03-15,2022-11-10,Paid,460770,0,,0,0,460770,1.73,Sunny,82.8,Standard,0.4,0.361,0.68,0.419,Mobile App,No Campaign,Not Contacted,568768.1,0.957
CUST001922,Organization,Organization 1922,N/A,,,Banjarmasin,Kalimantan Selatan,-3.275466,114.541314,VEH001922,Passenger Car,Mitsubishi,2021,5,DA,Koperasi Perdana 1922,TRX001922,2025-07-21,2024-08-12,Paid,159055,0,,0,0,159055,2.99,Cloudy,94.7,At Risk,0.389,0.323,0.151,0.839,SMS,MTPL Cross-sell,Opened,58981.3,0.787
CUST001923,Individual,Bambang Hidayat,Male,1993-03-20,33,Jakarta Selatan,DKI Jakarta,-6.26103,106.768545,VEH001923,Commercial Vehicle,Toyota,2015,11,B,,TRX001923,2024-02-15,2022-09-10,Overdue,295618,50000,CLM001923,3,25000000,345618,5.02,Sunny,103.2,At Risk,0.144,0.054,0.206,0.862,WhatsApp,No Campaign,Not Contacted,32366.7,0.909
CUST001924,Individual,Fitri Pratama,Female,1989-10-02,37,Cirebon,Jawa Barat,-6.62917,108.551674,VEH001924,Truck,UD Trucks,2019,7,E,,TRX001924,2026-04-25,2025-06-14,Due Soon,535190,0,,0,0,535190,4.28,Sunny,83.7,At Risk,0.058,0.346,0.327,0.747,Mobile App,Renewal Reminder,Converted,313546.2,0.973
CUST001925,Organization,Organization 1925,N/A,,,Padang,Sumatera Barat,-0.961251,100.325301,VEH001925,Passenger Car,Hyundai,2018,8,BA,PT Prima 1925,TRX001925,2025-10-05,2025-06-24,Overdue,135463,100000,,0,0,235463,1.59,Heavy Rain,114.8,At Risk,0.101,0.231,0.19,0.679,SMS,No Campaign,Not Contacted,45517.9,0.971
CUST001926,Individual,Rina Wahyudi,Female,1984-09-21,42,Bogor,Jawa Barat,-6.557039,106.818755,VEH001926,Motorcycle,Kawasaki,2026,0,E,,TRX001926,2025-09-30,2025-05-31,Paid,35305,0,,0,0,35305,3.74,Sunny,104.4,Growth,0.562,0.565,0.6,0.314,Mobile App,MTPL Cross-sell,No Response,29701.6,0.796
CUST001927,Individual,Dian Hartono,Female,1972-08-04,54,Mataram,Nusa Tenggara Barat,-8.509064,116.146485,VEH001927,Commercial Vehicle,Toyota,2019,7,DR,,TRX001927,2023-02-14,2022-06-24,Paid,279701,0,,0,0,279701,1.76,Sunny,105.6,At Risk,0.38,0.111,0.206,0.741,Email,MTPL Cross-sell,Converted,36632.0,0.879
CUST001928,Individual,Indah Pratama,Female,1977-03-19,49,Singaraja,Bali,-8.039967,115.016593,VEH001928,Commercial Vehicle,Isuzu,2016,10,DK,,TRX001928,2026-03-08,2024-06-01,Paid,267583,0,CLM001928,1,50000000,267583,3.7,Sunny,86.3,Standard,0.498,0.261,0.688,0.295,WhatsApp,No Campaign,Not Contacted,366220.6,0.905
CUST001929,Individual,Deny Nugroho,Male,1966-06-26,60,Solo,Jawa Tengah,-7.481907,110.790009,VEH001929,Truck,Mitsubishi,2021,5,K,,TRX001929,2025-11-23,2023-07-23,Paid,530133,0,,0,0,530133,3.75,Cloudy,109.9,At Risk,0.068,0.38,0.257,0.76,WhatsApp,Renewal Reminder,Opened,336844.9,0.968
CUST001930,Individual,Rudi Nugroho,Male,1978-03-01,48,Jakarta Pusat,DKI Jakarta,-6.194169,106.852617,VEH001930,Motorcycle,TVS,2022,4,B,,TRX001930,2026-02-14,2023-05-12,Installment,39596,100000,CLM001930,5,40000000,139596,3.4,Rainy,91.1,Standard,0.635,0.509,0.694,0.228,SMS,No Campaign,Not Contacted,21340.8,0.888
CUST001931,Individual,Agus Hartono,Male,1961-12-11,65,Bekasi,Jawa Barat,-6.184085,106.943255,VEH001931,Truck,Hino,2009,17,T,,TRX001931,2025-10-14,2022-07-20,Due Soon,552985,0,CLM001931,5,10000000,552985,5.28,Sunny,107.2,Standard,0.712,0.247,0.629,0.452,Mobile App,No Campaign,Not Contacted,788378.3,0.929
CUST001932,Individual,Lia Susanto,Female,2001-12-13,25,Cirebon,Jawa Barat,-6.65994,108.498206,VEH001932,Passenger Car,Honda,2024,2,Z,,TRX001932,2025-10-07,2023-12-26,Paid,167585,0,,0,0,167585,3.17,Cloudy,99.1,Standard,0.385,0.556,0.459,0.548,SMS,Renewal Reminder,No Response,118403.1,0.861
CUST001933,Individual,Yusuf Sari,Male,2000-02-05,26,Jayapura,Papua,-2.57057,140.699821,VEH001933,Motorcycle,Honda,2007,19,PA,,TRX001933,2023-05-24,2023-01-08,Overdue,42846,25000,,0,0,67846,2.58,Rainy,84.0,Growth,0.44,0.564,0.633,0.121,SMS,MTPL Cross-sell,Clicked,78738.5,0.969
CUST001934,Individual,Bambang Santoso,Male,1974-04-03,52,Denpasar,Bali,-8.669736,115.180066,VEH001934,Truck,Mitsubishi,2006,20,DK,,TRX001934,2026-04-26,2023-02-23,Paid,492871,0,,0,0,492871,4.49,Heavy Rain,80.1,Standard,0.496,0.439,0.456,0.167,WhatsApp,MTPL Cross-sell,No Response,698592.9,0.791
CUST001935,Individual,Hendra Susanto,Male,2005-09-19,21,Jayapura,Papua,-2.472212,140.659927,VEH001935,Passenger Car,Hyundai,2006,20,PA,,TRX001935,2024-09-24,2023-03-01,Paid,129691,0,,0,0,129691,5.22,Rainy,96.6,Growth,0.43,0.575,0.641,0.163,SMS,MTPL Cross-sell,No Response,313694.5,0.774
CUST001936,Organization,Organization 1936,N/A,,,Medan,Sumatera Utara,3.653349,98.746727,VEH001936,Passenger Car,Toyota,2020,6,BA,Koperasi Jaya 1936,TRX001936,2023-04-28,2022-09-07,Paid,141380,0,,0,0,141380,2.19,Sunny,106.1,Growth,0.457,0.596,0.616,0.41,Mobile App,MTPL Cross-sell,No Response,143823.9,0.917
CUST001937,Individual,Ani Saputra,Female,1995-10-12,31,Dumai,Riau,1.702129,101.431126,VEH001937,Truck,Hino,2008,18,BM,,TRX001937,2024-06-28,2023-01-14,Overdue,607340,50000,,0,0,657340,3.13,Sunny,101.1,Standard,0.525,0.578,0.356,0.514,Call Center,Renewal Reminder,Converted,573022.7,0.903
CUST001938,Individual,Putri Sari,Female,1967-07-22,59,Jakarta Barat,DKI Jakarta,-6.152305,106.733967,VEH001938,Motorcycle,Kawasaki,2017,9,B,,TRX001938,2025-06-22,2023-11-06,Installment,41501,25000,,0,0,66501,3.54,Sunny,100.4,Premium,0.903,0.697,0.753,0.033,Mobile App,Renewal Reminder,Not Contacted,141240.3,0.928
CUST001939,Individual,Dimas Sari,Male,1956-01-01,70,Sukabumi,Jawa Barat,-6.955374,107.000443,VEH001939,Motorcycle,TVS,2011,15,F,,TRX001939,2024-10-07,2024-02-26,Paid,32238,0,,0,0,32238,1.9,Cloudy,99.6,Standard,0.334,0.332,0.533,0.245,Mobile App,MTPL Cross-sell,No Response,27531.6,0.799
CUST001940,Individual,Rina Santoso,Female,1984-01-16,42,Pekanbaru,Riau,0.478397,101.526257,VEH001940,Motorcycle,TVS,2015,11,BM,,TRX001940,2023-05-01,2022-09-17,Installment,35313,50000,CLM001940,4,25000000,85313,1.65,Rainy,101.3,Standard,0.736,0.267,0.627,0.399,WhatsApp,MTPL Cross-sell,No Response,21552.4,0.94
CUST001941,Organization,Organization 1941,N/A,,,Pekanbaru,Riau,0.484648,101.513445,VEH001941,Truck,Hino,2023,3,BM,Yayasan Sentosa 1941,TRX001941,2023-12-21,2023-03-02,Paid,588900,0,CLM001941,4,30000000,588900,2.79,Rainy,93.3,Standard,0.546,0.249,0.488,0.1,SMS,Renewal Reminder,No Response,685041.6,0.798
CUST001942,Individual,Deny Hartono,Male,1959-02-21,67,Bogor,Jawa Barat,-6.664665,106.887162,VEH001942,Motorcycle,Honda,2014,12,E,,TRX001942,2026-01-22,2023-02-03,Due Soon,32893,0,,0,0,32893,2.68,Heavy Rain,99.4,At Risk,0.183,0.091,0.12,0.556,SMS,Renewal Reminder,Clicked,23667.4,0.834
CUST001943,Individual,Rizki Gunawan,Male,1956-03-04,70,Jakarta Utara,DKI Jakarta,-6.10562,106.842434,VEH001943,Motorcycle,Honda,2010,16,B,,TRX001943,2024-09-27,2022-12-20,Paid,40829,0,,0,0,40829,3.05,Rainy,83.9,Standard,0.613,0.37,0.371,0.251,WhatsApp,No Campaign,Not Contacted,27913.0,0.933
CUST001944,Organization,Organization 1944,N/A,,,Balikpapan,Kalimantan Timur,-1.280837,116.766669,VEH001944,Passenger Car,Mitsubishi,2024,2,KT,PT Perdana 1944,TRX001944,2026-02-16,2023-12-29,Paid,154540,0,CLM001944,2,35000000,154540,5.13,Sunny,90.4,Standard,0.391,0.508,0.448,0.195,Mobile App,No Campaign,Not Contacted,216256.0,0.816
CUST001945,Individual,Putri Susanto,Female,1959-06-11,67,Jakarta Utara,DKI Jakarta,-6.196732,106.694638,VEH001945,Motorcycle,Yamaha,2021,5,B,,TRX001945,2025-05-22,2024-07-09,Paid,34282,0,,0,0,34282,2.86,Cloudy,101.3,At Risk,0.052,0.334,0.063,0.867,SMS,No Campaign,Not Contacted,17001.6,0.979
CUST001946,Individual,Rizki Nugroho,Male,1988-12-13,38,Malang,Jawa Timur,-7.984739,112.617243,VEH001946,Passenger Car,Hyundai,2012,14,P,,TRX001946,2024-02-23,2023-12-10,Overdue,147806,100000,CLM001946,1,15000000,247806,1.83,Sunny,104.9,Growth,0.719,0.476,0.697,0.278,SMS,MTPL Cross-sell,No Response,325954.5,0.935
CUST001947,Individual,Sari Setiawan,Female,1953-03-18,73,Palembang,Sumatera Selatan,-2.932814,104.799797,VEH001947,Passenger Car,Mitsubishi,2014,12,BG,,TRX001947,2025-07-31,2025-01-07,Due Soon,150699,0,,0,0,150699,2.32,Sunny,98.3,At Risk,0.266,0.256,0.097,0.922,Call Center,Renewal Reminder,Clicked,96781.1,0.847
CUST001948,Individual,Irwan Pratama,Male,1959-07-07,67,Sidoarjo,Jawa Timur,-7.486443,112.765996,VEH001948,Passenger Car,Suzuki,2012,14,AE,,TRX001948,2026-06-24,2023-01-11,Overdue,162177,100000,,0,0,262177,4.48,Cloudy,96.5,Standard,0.415,0.362,0.587,0.419,SMS,Renewal Reminder,No Response,178281.9,0.972
CUST001949,Individual,Bambang Hartono,Male,1991-07-10,35,Bandar Lampung,Lampung,-5.476346,105.215557,VEH001949,Motorcycle,Suzuki,2021,5,BE,,TRX001949,2023-09-24,2023-01-22,Paid,39423,0,,0,0,39423,3.92,Heavy Rain,84.3,At Risk,0.142,0.34,0.118,0.678,Mobile App,MTPL Cross-sell,Not Contacted,7236.3,0.871
CUST001950,Individual,Rizki Wahyudi,Male,1993-10-26,33,Surabaya,Jawa Timur,-7.202869,112.760394,VEH001950,Motorcycle,Kawasaki,2025,1,L,,TRX001950,2023-10-21,2022-11-28,Paid,39144,0,,0,0,39144,3.56,Cloudy,112.0,Standard,0.499,0.253,0.623,0.481,Call Center,Renewal Reminder,Converted,57698.1,0.972
CUST001951,Individual,Novi Nugroho,Female,1990-05-26,36,Magelang,Jawa Tengah,-7.531501,110.155061,VEH001951,Motorcycle,Suzuki,2018,8,AD,,TRX001951,2024-04-14,2023-07-06,Paid,43432,0,CLM001951,4,5000000,43432,2.71,Sunny,85.7,At Risk,0.317,0.28,0.099,0.56,Mobile App,Renewal Reminder,Opened,8517.5,0.973
CUST001952,Individual,Rina Hartono,Female,2000-11-14,26,Bukittinggi,Sumatera Barat,-0.302977,100.413775,VEH001952,Passenger Car,Mitsubishi,2016,10,BA,,TRX001952,2023-11-03,2023-02-26,Paid,149416,0,,0,0,149416,2.2,Rainy,92.7,Standard,0.715,0.644,0.55,0.461,Email,No Campaign,Not Contacted,118619.7,0.954
CUST001953,Individual,Putri Susanto,Female,2001-06-11,25,Yogyakarta,Jawa Tengah,-7.751195,110.319656,VEH001953,Truck,Isuzu,2010,16,AD,,TRX001953,2023-03-19,2022-11-12,Paid,645453,0,,0,0,645453,3.31,Sunny,107.5,At Risk,0.089,0.26,0.247,0.929,WhatsApp,MTPL Cross-sell,No Response,229938.6,0.958
CUST001954,Individual,Budi Gunawan,Male,1954-08-03,72,Sukabumi,Jawa Barat,-6.932212,106.875246,VEH001954,Passenger Car,Nissan,2016,10,F,,TRX001954,2025-09-03,2024-10-28,Paid,162757,0,,0,0,162757,4.82,Sunny,94.5,Standard,0.457,0.39,0.639,0.313,Mobile App,No Campaign,Not Contacted,101829.5,0.818
CUST001955,Individual,Andi Sari,Male,1990-09-15,36,Surabaya,Jawa Timur,-7.29643,112.751753,VEH001955,Truck,Mercedes-Benz,2015,11,AE,,TRX001955,2025-10-26,2023-11-11,Due Soon,453971,0,CLM001955,1,45000000,453971,4.01,Sunny,99.1,Standard,0.528,0.487,0.456,0.155,SMS,Renewal Reminder,Not Contacted,186804.6,0.961
CUST001956,Organization,Organization 1956,N/A,,,Pekanbaru,Riau,0.555745,101.439932,VEH001956,Passenger Car,Mitsubishi,2026,0,BM,UD Sejahtera 1956,TRX001956,2026-03-04,2024-11-28,Paid,129563,0,,0,0,129563,1.58,Cloudy,95.0,At Risk,0.399,0.068,0.34,0.753,Email,MTPL Cross-sell,Opened,33702.1,0.819
CUST001957,Individual,Sari Nugroho,Female,1958-08-18,68,Cirebon,Jawa Barat,-6.651023,108.577235,VEH001957,Truck,Isuzu,2006,20,F,,TRX001957,2023-08-21,2022-12-03,Overdue,472904,0,,0,0,472904,5.4,Rainy,100.8,Standard,0.334,0.395,0.548,0.386,Email,Renewal Reminder,Clicked,265569.6,0.931
CUST001958,Individual,Deny Nugroho,Male,1954-12-28,72,Surabaya,Jawa Timur,-7.197398,112.776927,VEH001958,Motorcycle,Kawasaki,2017,9,AE,,TRX001958,2025-08-15,2022-06-25,Overdue,39349,0,,0,0,39349,1.54,Sunny,92.0,At Risk,0.299,0.151,0.156,0.588,Call Center,MTPL Cross-sell,No Response,26733.7,0.929
CUST001959,Individual,Gilang Rahayu,Male,1956-08-07,70,Denpasar,Bali,-8.657306,115.139912,VEH001959,Passenger Car,Mitsubishi,2018,8,DK,,TRX001959,2023-08-12,2022-11-27,Due Soon,149195,0,CLM001959,1,10000000,149195,2.49,Sunny,90.3,Growth,0.773,0.455,0.743,0.277,Email,MTPL Cross-sell,Not Contacted,174938.0,0.977
CUST001960,Individual,Rini Santoso,Female,1995-07-20,31,Malang,Jawa Timur,-7.910693,112.668806,VEH001960,Motorcycle,Kawasaki,2021,5,AE,,TRX001960,2024-07-14,2023-08-24,Paid,39999,0,CLM001960,1,50000000,39999,3.0,Cloudy,100.6,Standard,0.347,0.635,0.398,0.436,Email,No Campaign,Not Contacted,59100.4,0.936
CUST001961,Individual,Sinta Hidayat,Female,2003-09-09,23,Semarang,Jawa Tengah,-6.972604,110.447841,VEH001961,Motorcycle,Honda,2010,16,K,,TRX001961,2024-04-23,2022-07-30,Paid,43754,0,CLM001961,3,35000000,43754,4.8,Rainy,81.1,Premium,0.961,0.795,0.753,0.021,SMS,Renewal Reminder,Not Contacted,141424.4,0.766
CUST001962,Individual,Dedi Wahyudi,Male,1952-05-15,74,Makassar,Sulawesi Selatan,-5.116453,119.473645,VEH001962,Motorcycle,Suzuki,2013,13,DP,,TRX001962,2024-06-02,2023-02-17,Paid,43779,0,,0,0,43779,4.87,Sunny,94.2,Standard,0.738,0.61,0.326,0.406,Call Center,No Campaign,Not Contacted,21677.3,0.886
CUST001963,Individual,Hendra Sari,Male,1971-06-03,55,Medan,Sumatera Utara,3.579518,98.735969,VEH001963,Motorcycle,Kawasaki,2010,16,BA,,TRX001963,2023-01-23,2023-01-04,Paid,38963,0,,0,0,38963,4.49,Cloudy,112.2,Growth,0.519,0.715,0.573,0.233,WhatsApp,Renewal Reminder,Not Contacted,52759.3,0.978
CUST001964,Individual,Novi Susanto,Female,1985-02-24,41,Manado,Sulawesi Utara,1.419869,124.883256,VEH001964,Motorcycle,Kawasaki,2011,15,DB,,TRX001964,2023-10-21,2023-01-24,Paid,44441,0,,0,0,44441,1.79,Cloudy,101.3,Standard,0.501,0.412,0.399,0.144,Mobile App,No Campaign,Not Contacted,33372.0,0.945
CUST001965,Individual,Yuni Putra,Female,1957-12-12,69,Banda Aceh,Aceh,5.605577,95.336429,VEH001965,Passenger Car,Mitsubishi,2023,3,BL,,TRX001965,2024-07-15,2022-07-11,Overdue,157007,100000,,0,0,257007,3.39,Sunny,96.0,Growth,0.733,0.77,0.665,0.083,WhatsApp,MTPL Cross-sell,No Response,374333.5,0.93
CUST001966,Individual,Yuni Gunawan,Female,1990-11-22,36,Padang,Sumatera Barat,-0.977162,100.430737,VEH001966,Passenger Car,Toyota,2013,13,BA,,TRX001966,2023-10-23,2022-12-06,Paid,153753,0,,0,0,153753,3.87,Heavy Rain,96.7,Standard,0.678,0.6,0.535,0.272,Email,No Campaign,Not Contacted,194232.5,0.792
CUST001967,Individual,Sinta Wahyudi,Female,1959-02-13,67,Madiun,Jawa Timur,-7.575156,111.477489,VEH001967,Truck,Mercedes-Benz,2010,16,L,,TRX001967,2026-05-19,2024-07-27,Overdue,527215,25000,,0,0,552215,2.56,Cloudy,110.4,Growth,0.506,0.559,0.58,0.324,Call Center,No Campaign,Not Contacted,986853.0,0.901
CUST001968,Individual,Hendra Hartono,Male,1954-11-27,72,Jakarta Utara,DKI Jakarta,-6.1171,106.747214,VEH001968,Truck,Isuzu,2011,15,B,,TRX001968,2023-03-06,2022-10-21,Paid,468990,0,,0,0,468990,5.48,Sunny,104.2,At Risk,0.196,0.355,0.274,0.672,WhatsApp,Renewal Reminder,Clicked,148416.4,0.934
CUST001969,Individual,Novi Hidayat,Female,1956-08-02,70,Surabaya,Jawa Timur,-7.265689,112.723362,VEH001969,Motorcycle,Yamaha,2012,14,AE,,TRX001969,2025-06-21,2022-07-03,Paid,43205,0,,0,0,43205,4.69,Sunny,106.2,Standard,0.662,0.503,0.309,0.492,Mobile App,Renewal Reminder,Clicked,53743.4,0.851
CUST001970,Individual,Wati Setiawan,Female,1959-01-16,67,Pekanbaru,Riau,0.52744,101.376118,VEH001970,Motorcycle,Honda,2022,4,BM,,TRX001970,2025-06-29,2025-01-02,Paid,36809,0,,0,0,36809,4.6,Rainy,112.6,Standard,0.579,0.6,0.509,0.532,WhatsApp,Renewal Reminder,Opened,43655.1,0.761
CUST001971,Individual,Rina Sari,Female,1981-10-06,45,Prabumulih,Sumatera Selatan,-3.418952,104.271202,VEH001971,Commercial Vehicle,Isuzu,2019,7,BG,,TRX001971,2023-05-14,2023-04-05,Installment,257013,100000,CLM001971,1,45000000,357013,3.18,Sunny,100.5,Growth,0.743,0.685,0.77,0.106,SMS,Renewal Reminder,Not Contacted,442105.7,0.96
CUST001972,Individual,Ayu Setiawan,Female,1985-02-08,41,Jakarta Pusat,DKI Jakarta,-6.231484,106.860636,VEH001972,Motorcycle,Honda,2014,12,B,,TRX001972,2024-05-10,2023-06-29,Due Soon,45198,0,,0,0,45198,3.06,Sunny,91.7,At Risk,0.275,0.261,0.253,0.553,WhatsApp,No Campaign,Not Contacted,34121.6,0.87
CUST001973,Individual,Hendra Santoso,Male,1977-11-23,49,Pontianak,Kalimantan Barat,-0.057816,109.330243,VEH001973,Motorcycle,Suzuki,2021,5,KB,,TRX001973,2023-05-20,2022-12-10,Paid,40073,0,,0,0,40073,3.8,Cloudy,91.3,Premium,0.977,0.871,0.822,0.012,SMS,Renewal Reminder,Not Contacted,109245.9,0.764
CUST001974,Individual,Dimas Kusuma,Male,1998-11-22,28,Jakarta Pusat,DKI Jakarta,-6.204921,106.76606,VEH001974,Truck,Mercedes-Benz,2008,18,B,,TRX001974,2025-12-12,2025-10-17,Overdue,476086,0,,0,0,476086,4.36,Sunny,82.8,Growth,0.65,0.496,0.772,0.269,Call Center,Renewal Reminder,Not Contacted,1025497.0,0.906
CUST001975,Individual,Sri Wijaya,Female,1997-08-12,29,Parepare,Sulawesi Selatan,-3.997537,119.698174,VEH001975,Motorcycle,Suzuki,2025,1,DP,,TRX001975,2023-07-30,2022-06-12,Overdue,43503,50000,CLM001975,4,15000000,93503,5.37,Sunny,114.7,At Risk,0.118,0.185,0.225,0.848,SMS,Renewal Reminder,No Response,22415.2,0.957
CUST001976,Individual,Novi Hidayat,Female,1989-12-09,37,Singaraja,Bali,-8.16663,115.155161,VEH001976,Truck,Isuzu,2021,5,DK,,TRX001976,2024-11-29,2024-11-04,Due Soon,501851,0,,0,0,501851,4.51,Rainy,85.2,At Risk,0.235,0.201,0.083,0.641,SMS,No Campaign,Not Contacted,53975.7,0.853
CUST001977,Individual,Deny Kusuma,Male,1963-12-28,63,Solo,Jawa Tengah,-7.618764,110.771343,VEH001977,Truck,Mercedes-Benz,2024,2,AD,,TRX001977,2023-04-21,2023-02-17,Paid,640265,0,,0,0,640265,4.47,Sunny,102.1,At Risk,0.103,0.335,0.073,0.772,SMS,MTPL Cross-sell,No Response,391583.1,0.872
CUST001978,Individual,Bayu Nugroho,Male,1991-10-03,35,Malang,Jawa Timur,-8.013562,112.648803,VEH001978,Passenger Car,Hyundai,2005,21,M,,TRX001978,2023-11-28,2022-06-19,Due Soon,175759,0,,0,0,175759,3.75,Sunny,112.2,Growth,0.654,0.618,0.556,0.132,Call Center,No Campaign,Not Contacted,381908.9,0.968
CUST001979,Individual,Yuni Susanto,Female,1999-08-16,27,Banda Aceh,Aceh,5.609587,95.302625,VEH001979,Passenger Car,Hyundai,2021,5,BL,,TRX001979,2023-03-16,2023-01-21,Paid,157010,0,CLM001979,3,25000000,157010,3.17,Sunny,112.5,Growth,0.774,0.612,0.844,0.339,Call Center,Renewal Reminder,Opened,378259.8,0.89
CUST001980,Individual,Wati Nugroho,Female,2003-03-21,23,Jakarta Pusat,DKI Jakarta,-6.174196,106.883294,VEH001980,Motorcycle,TVS,2022,4,B,,TRX001980,2023-03-17,2022-07-17,Paid,36916,0,,0,0,36916,4.6,Rainy,108.9,Standard,0.603,0.539,0.434,0.38,Call Center,MTPL Cross-sell,Not Contacted,36077.8,0.977
CUST001981,Individual,Lestari Rahayu,Female,1976-08-19,50,Parepare,Sulawesi Selatan,-4.007665,119.58423,VEH001981,Truck,Isuzu,2025,1,DP,,TRX001981,2023-12-19,2023-08-01,Paid,502115,0,,0,0,502115,1.73,Cloudy,82.5,Growth,0.792,0.753,0.601,0.372,Email,Renewal Reminder,Opened,733729.7,0.875
CUST001982,Individual,Nurul Wahyudi,Female,1953-08-02,73,Pekalongan,Jawa Tengah,-6.857033,109.713137,VEH001982,Motorcycle,Honda,2013,13,AD,,TRX001982,2023-01-30,2023-01-27,Paid,40721,0,,0,0,40721,2.86,Rainy,100.6,Standard,0.715,0.434,0.642,0.178,Email,MTPL Cross-sell,Clicked,32513.5,0.893
CUST001983,Individual,Rina Susanto,Female,1956-08-10,70,Surabaya,Jawa Timur,-7.202142,112.732258,VEH001983,Motorcycle,Suzuki,2019,7,S,,TRX001983,2025-04-04,2023-02-22,Paid,34490,0,,0,0,34490,4.29,Sunny,81.3,Growth,0.663,0.777,0.831,0.309,SMS,MTPL Cross-sell,Converted,68627.4,0.933
CUST001984,Individual,Sari Hartono,Female,1995-11-15,31,Madiun,Jawa Timur,-7.579897,111.484129,VEH001984,Motorcycle,Suzuki,2015,11,P,,TRX001984,2023-03-02,2022-07-27,Overdue,40909,25000,CLM001984,3,20000000,65909,4.49,Heavy Rain,96.4,Standard,0.608,0.515,0.549,0.29,Call Center,MTPL Cross-sell,Not Contacted,26911.1,0.812
CUST001985,Individual,Wati Sari,Female,1963-03-07,63,Jakarta Selatan,DKI Jakarta,-6.205662,106.761432,VEH001985,Commercial Vehicle,Mitsubishi,2019,7,B,,TRX001985,2025-12-01,2024-04-20,Paid,276434,0,,0,0,276434,3.18,Heavy Rain,93.0,Standard,0.308,0.514,0.336,0.289,Email,Renewal Reminder,No Response,179555.7,0.823
CUST001986,Organization,Organization 1986,N/A,,,Palembang,Sumatera Selatan,-3.010518,104.728454,VEH001986,Passenger Car,Honda,2021,5,BG,UD Sejahtera 1986,TRX001986,2023-09-16,2023-01-24,Paid,149052,0,,0,0,149052,4.49,Sunny,86.8,Standard,0.422,0.276,0.515,0.444,WhatsApp,No Campaign,Not Contacted,103904.9,0.941
CUST001987,Individual,Gilang Setiawan,Male,1980-04-27,46,Madiun,Jawa Timur,-7.592016,111.529121,VEH001987,Passenger Car,Nissan,2019,7,AE,,TRX001987,2023-08-16,2022-11-07,Due Soon,184690,0,,0,0,184690,3.29,Rainy,106.0,Growth,0.481,0.75,0.71,0.29,SMS,Renewal Reminder,No Response,280863.3,0.873
